chatId,authorName,avatar,content,attachments,embeds,date,referenceMessage,referenceMessageDate,referenceMessageAuthor
1481024323409018971,marksaroufim,https://cdn.discordapp.com/avatars/325883680419610631/e8c7897262bec5319d2bc8ebf5eecf4c.png,"nope, unfortunately it's a favorite trick of AI models",,,2026/03/10 13:21,"Are we not allowed to have the string ""stream"" anywhere in the submission?",2026-03-10T20:19:48.048000+00:00,gripingberry
1481035776434114642,guruprasadmp_41917,https://cdn.discordapp.com/avatars/1160995582916165794/null.png,"Yes, please have your team mates register and use the same team name.",,,2026/03/10 14:07,"How do I confirm that we aer registered as a team, if so?",2026-03-10T12:08:56.190000+00:00,darkasura_36610
1481036060539748352,gripingberry,https://cdn.discordapp.com/avatars/294132885127168011/2cc554e9b2450785c05a177a5b099aa8.png,Is there any way to see stdout/logs when we get a timeout?,,,2026/03/10 14:08,,,
1481152074199601265,gau.nernst,https://cdn.discordapp.com/avatars/349565795711451146/58a1dd8fa3331fd918e10b828fadec8c.png,"found out that u can compile AMD kernel code on godbolt. haven't figured out how to compile a full HIP source file though (device + host code). hope others find it useful
it's probably also possible to use the AMD Docker image to compile code w/o an AMD GPU, so at least u can check for compile errors before submission",https://cdn.discordapp.com/attachments/1359640791525490768/1481152073729835182/image.png?ex=69c4121c&is=69c2c09c&hm=342385bc463bcb1ef2a6b1d7d6db27c81013cda83092e183a6a7fb35c72d34dc&,,2026/03/10 21:49,,,
1481262181017452626,hatem0828,https://cdn.discordapp.com/avatars/519549643252695041/9feafed9606b246bbb37948aa0839844.png,"is there anybody here doesn't have a team, and commitment to the competition, we can gather altogether  ?!",,,2026/03/11 05:07,,,
1481270976841781360,gau.nernst,https://cdn.discordapp.com/avatars/349565795711451146/58a1dd8fa3331fd918e10b828fadec8c.png,"compile HIP kernels on CPU-only machine, with Docker
https://gist.github.com/gau-nernst/5f81dbb753a0afba7f69144e3af386eb
cc @Fluudgate",,,2026/03/11 05:42,,,
1481303564344365096,gau.nernst,https://cdn.discordapp.com/avatars/349565795711451146/58a1dd8fa3331fd918e10b828fadec8c.png,released yesterday 😮 https://rocm.blogs.amd.com/software-tools-optimization/cdna4-gemm-kernels/README.html,,,2026/03/11 07:51,,,
1481388758048702586,josusanmartin,https://cdn.discordapp.com/avatars/270387034219216907/d5fe17f0b5e8736e3a7ad9a1c6591373.png,Is the John Hahn submission legit?,https://cdn.discordapp.com/attachments/1359640791525490768/1481388757696512081/image.png?ex=69c445ca&is=69c2f44a&hm=f905ed909c2552b92583912768ce4614a1667167c1b740917f6b451b96c170b8&,,2026/03/11 13:30,,,
1481396177894117429,champagnepapi0212,https://cdn.discordapp.com/avatars/1480621715544604693/42694904aff677f0ca8ab13c3438b503.png,"was wondering the same thing, yo",,,2026/03/11 13:59,,,
1481396274820415723,gpusteve,https://cdn.discordapp.com/avatars/798107771730919435/7801b1419136c78c48bbab992fa8edcf.png,drizzy (?),,,2026/03/11 13:59,"was wondering the same thing, yo",2026-03-11T20:59:31.820000+00:00,champagnepapi0212
1481441059308306543,jiab_85281,https://cdn.discordapp.com/avatars/1266335484150546519/null.png,the reference mentions b_shuffle is in '16x16 tile coalesced form' idk if this means its stored in 16 x 128 k major or 16 x 32,,,2026/03/11 16:57,,,
1481476435402162236,ipnon_00276_60665,https://cdn.discordapp.com/avatars/1215138242983108639/aa6f575b792c330b955ca91906f3b575.png,Aren't the top 3 above roofline?,,,2026/03/11 19:18,Is the John Hahn submission legit?,2026-03-11T20:30:02.791000+00:00,josusanmartin
1481476844867027087,josusanmartin,https://cdn.discordapp.com/avatars/270387034219216907/d5fe17f0b5e8736e3a7ad9a1c6591373.png,"Yeah, top 3 are using an exploit. I was able to replicate it. But I'm asking about the 4th. There is a new 34.921μs result, so yeah, they may be legit.",https://cdn.discordapp.com/attachments/1359640791525490768/1481476844661243944/image.png?ex=69c3ef14&is=69c29d94&hm=4409ac1560013c99fc2c5822dcce56c78738269aad25c207b01064913586d7ed&,,2026/03/11 19:20,,,
1481477574852087919,danielhuang_12953,https://cdn.discordapp.com/avatars/1354693822055055441/7ce6623822e6444ea5118e637d85935d.png,"we will manually check the submissions today, leaderboard is changing anytime, we don't know who is legit or not until the final moment, so pls stay focused on the kernels, everyone has opportunity",,,2026/03/11 19:22,,,
1481509556881195009,jdbartlett96,https://cdn.discordapp.com/avatars/496142230197895178/null.png,"Just to confirm, will all the final submissions be manually reviewed to be ""honest"" completions of the tasks, timings of the actual computations? I've found a couple different trivial reward hacks, just want to make sure good implementations will get their fair shot without having to worry about addressing those hacks in my submission...",,,2026/03/11 21:30,"we will manually check the submissions today, leaderboard is changing anytime, we don't know who is legit or not until the final moment, so pls stay focused on the kernels, everyone has opportunity",2026-03-12T02:22:58.367000+00:00,danielhuang_12953
1481536139566383187,danielhuang_12953,https://cdn.discordapp.com/avatars/1354693822055055441/7ce6623822e6444ea5118e637d85935d.png,"Thanks for raising this important question—it’s something we take extremely seriously. Any reward hacking, function tampering, or fake performance will be strictly invalidated and disqualified.
Our goal is to ensure that genuine, high-quality engineering work gets fairly recognized and rewarded. You can focus fully on building clean, correct, and performant implementations without needing to defend against hacks in your own code.",,,2026/03/11 23:15,,,
